--Transportation and material moving occupations,6953,646,5998,679,955,494
----Supervisors of transportation and material moving workers,186,894,153,898,33,-
----Aircraft pilots and flight engineers,114,1735,104,1830,9,-
----Air traffic controllers and airfield operations specialists,32,-,24,-,8,-
----Flight attendants,63,846,20,-,43,-
"----Ambulance drivers and attendants, except emergency medical technicians",18,-,14,-,4,-
----Bus drivers,323,615,184,681,138,572
----Driver/sales workers and truck drivers,2687,747,2582,751,105,632
----Taxi drivers and chauffeurs,253,585,216,600,38,-
"----Motor vehicle operators, all other",21,-,18,-,3,-
----Locomotive engineers and operators,44,-,42,-,2,-
"----Railroad brake, signal, and switch operators",5,-,5,-,0,-
----Railroad conductors and yardmasters,55,1117,52,1137,4,-
"----Subway, streetcar, and other rail transportation workers",15,-,12,-,3,-
----Sailors and marine oilers,10,-,9,-,0,-
----Ship and boat captains and operators,29,-,28,-,1,-
----Ship engineers,5,-,4,-,1,-
----Bridge and lock tenders,4,-,4,-,0,-
----Parking lot attendants,57,492,49,-,8,-
----Automotive and watercraft service attendants,63,452,58,470,5,-
----Transportation inspectors,21,-,14,-,7,-
"----Transportation attendants, except flight attendants",17,-,9,-,8,-
----Other transportation workers,39,-,35,-,4,-
----Conveyor operators and tenders,7,-,7,-,0,-
----Crane and tower operators,75,988,71,1016,4,-
"----Dredge, excavating, and loading machine operators",25,-,25,-,0,-
----Hoist and winch operators,5,-,5,-,0,-
----Industrial truck and tractor operators,579,609,541,612,37,-
----Cleaners of vehicles and equipment,222,485,200,498,22,-
"----Laborers and freight, stock, and material movers, hand",1433,526,1214,547,219,455
----Machine feeders and offbearers,30,-,21,-,9,-
"----Packers and packagers, hand",385,438,158,462,227,424
----Pumping station operators,18,-,17,-,1,-
----Refuse and recyclable material collectors,72,501,66,496,6,-
----Mine shuttle car operators,0,-,0,-,0,-
"----Tank car, truck, and ship loaders",6,-,6,-,0,-
"----Material moving workers, all other",37,-,32,-,5,-
